"Solution[3.6643882757254116,0.4404935771606413|0.49947061159829115,4.522899125158577|0]"
"Solution[3.866722059367236,5.06782543601794|0.5631366944589108,0.37151865666521283|0]"
"Solution[3.5155434160635384,1.0878188923055396|0.45069077520051104,31.312534252845705|0]"
"Solution[3.0350033156990217,5.934891920357636|0.5732739231553793,0.37151865666521283|0]"
"Solution[3.29849530816709,0.5464627734399241|0.4692248619790309,15.136357611720873|0]"
"Solution[3.1193733809140918,1.1037304550933698|0.4995559450399827,4.522899125158577|0]"
"Solution[3.264975936415323,5.148941125445216|0.568929528612413,1.8517227867941561|0]"
"Solution[3.7785207537155876,3.903708134332594|0.4995072844495785,13.614382188532675|0]"
"Solution[3.1193733809140918,1.1037304550933698|0.4995559450399827,4.522899125158577|0]"
"Solution[3.264975936415323,5.148941125445216|0.568929528612413,1.8517227867941561|0]"
"Solution[3.1193733809140918,1.1037304550933698|0.4995559450399827,4.522899125158577|0]"
"Solution[3.5038224693570093,0.5580678766627278|0.5758864556846099,0.37182815999111185|0]"
"Solution[3.078571493197913,0.32752033059088115|0.4507785769078119,31.312534252845705|0]"
"Solution[3.780127191076884,2.895891899086775|0.5001481639931877,4.522899125158577|0]"
"Solution[3.146156574142166,4.0841764810123795|0.46946337179766967,15.136357611720873|0]"
"Solution[3.5038224693570093,0.5580678766627278|0.5758864556846099,0.37182815999111185|0]"
"Solution[3.5038224693570093,0.5580678766627278|0.5758864556846099,0.37182815999111185|0]"
"Solution[3.4259003004398054,2.336936045517016|0.593568161266754,0.37182815999111185|0]"
"Solution[3.394225417296375,2.0206779713660437|0.4508335942843465,31.312534252845705|0]"
"Solution[3.1304951866817294,2.907384467537638|0.5055054052513142,4.522899125158577|0]"
"Solution[3.3983755430538287,0.7588778913967338|0.46971744744313565,15.136357611720873|0]"
"Solution[3.001081180757627,5.934891920357636|0.5014656473428809,13.614382188532675|0]"
"Solution[3.4259003004398054,2.336936045517016|0.593568161266754,0.37182815999111185|0]"
"Solution[3.7716108279743454,0.3815664104644727|0.45102909298473715,31.312534252845705|0]"
"Solution[3.643108443253946,0.2724452695997287|0.6006953766260044,0.37182815999111185|0]"
"Solution[3.9510195064723925,2.363418642956651|0.5064600746597816,4.522899125158577|0]"
"Solution[3.6960079690345715,0.3677744429332169|0.4700150194325537,15.13778776017867|0]"
"Solution[3.0237180004012862,5.539961374542799|0.503427977859885,13.614382188532675|0]"
"Solution[3.103615108490633,0.4194050934437287|0.47015305609474695,15.136357611720873|0]"
"Solution[3.618519562942096,1.5290113145006905|0.45110583423614775,31.312534252845705|0]"
"Solution[3.6676111160951907,5.854196673846932|0.6790558938929455,1.8441422067562043|0]"
"Solution[3.9598739040718427,2.53795967810882|0.6125173609520155,1.8517227867941561|0]"
"Solution[3.4410585501071647,5.999124182779671|0.47024508174035545,15.13778776017867|0]"
"Solution[3.145774371128313,0.06161166363795509|0.5037368934067901,13.614382188532675|0]"
"Solution[3.0239467351367524,4.882535362944446|0.513192071666507,4.522899125158577|0]"
"Solution[3.703303042609531,0.3677744429332169|0.511581698937497,4.523086054543489|0]"
"Solution[3.962527388642731,1.165229671632976|0.6629154040744895,1.8510302869439488|0]"
"Solution[3.1637795221437193,0.06161166363795509|0.470627479740443,15.136357611720873|0]"
"Solution[3.145774371128313,0.06161166363795509|0.5037368934067901,13.614382188532675|0]"
"Solution[3.0239467351367524,4.882535362944446|0.513192071666507,4.522899125158577|0]"
"Solution[3.1193733809140918,0.04748864036318418|0.45113831094035445,31.312534252845705|0]"
"Solution[3.0237180004012862,5.208940014008199|0.6676529809244585,1.8510302869439488|0]"
"Solution[3.765695156073612,1.2020240444089525|0.6155368254008571,1.8517227867941561|0]"
"Solution[3.2697950394114392,0.5411504152784224|0.47037829212071847,15.13778776017867|0]"
"Solution[3.592595215862719,1.4863550519581752|0.5174204774636109,4.522899125158577|0]"
"Solution[3.4910539645697685,0.6526401761793585|0.5040963119458901,13.614382188532675|0]"
"Solution[3.5179408100193523,3.5295177836568743|0.5134943342439738,4.523086054543489|0]"
"Solution[3.2242060981231533,3.896222834711068|0.4708381339829668,15.136357611720873|0]"
"Solution[3.2697950394114392,0.5411504152784224|0.47037829212071847,15.13778776017867|0]"
"Solution[3.1374355175816127,0.6605148462570954|0.45115802418918605,31.312534252845705|0]"
"Solution[3.493060729168258,3.0541091492986188|0.6379322999149659,1.8517227867941561|0]"
"Solution[3.4213809628864036,2.21819122518214|0.5222245978258202,4.522899125158577|0]"
